Release_Type,Movie_Name,Lifetime Gross,Year,Release_ID,Movie_ID,file_name
Original Release,The Final Destination,186167139,2009,gr2687848965,tt1144884,Collections of Top Grossing Films
Original Release,Atlantis: The Lost Empire,186053725,2001,gr2331529733,tt0230011,Collections of Top Grossing Films
Original Release,Inside Man,186003591,2006,gr920474117,tt0454848,Collections of Top Grossing Films
Original Release,The Waterboy,185991646,1998,gr1044861445,tt0120484,Collections of Top Grossing Films
Original Release,Hugo,185770160,2011,gr41898501,tt0970179,Collections of Top Grossing Films
Original Release,Pitch Perfect 3,185400345,2017,gr2567524869,tt4765284,Collections of Top Grossing Films
Original Release,Watchmen,185382813,2009,gr1736266245,tt0409459,Collections of Top Grossing Films
Original Release,The Birdcage,185260553,1996,gr2020102661,tt0115685,Collections of Top Grossing Films
Original Release,Moulin Rouge!,184928135,2001,gr1182487045,tt0203009,Collections of Top Grossing Films
Original Release,Snow White and the Seven Dwarfs,184925486,1937,gr3173601797,tt0029583,Collections of Top Grossing Films
Original Release,Hop,183953723,2011,gr2300334597,tt1411704,Collections of Top Grossing Films
Original Release,Bad Moms,183936074,2016,gr2399425029,tt4651520,Collections of Top Grossing Films
Original Release,Jupiter Ascending,183887723,2015,gr588927493,tt1617661,Collections of Top Grossing Films
Original Release,Knowing,183658498,2007,gr1158959621,tt0448011,Collections of Top Grossing Films
Original Release,102 Dalmatians,183611771,2000,gr1799770629,tt0211181,Collections of Top Grossing Films
Original Release,Stand by Me Doraemon,183442714,2014,gr2983285253,tt3331846,Collections of Top Grossing Films
Original Release,Storks,183388953,2016,gr2205110789,tt4624424,Collections of Top Grossing Films
Original Release,Paul Blart: Mall Cop,183348429,2009,gr4147335685,tt1114740,Collections of Top Grossing Films
Original Release,Wayne's World,183097323,1992,gr452481541,tt0105793,Collections of Top Grossing Films
Original Release,Maverick,183031272,1994,gr3620819461,tt0110478,Collections of Top Grossing Films
Original Release,Mirror Mirror,183018522,2012,gr3807597061,tt1667353,Collections of Top Grossing Films
Original Release,The Man in the Iron Mask,182968902,1998,gr2265403909,tt0120744,Collections of Top Grossing Films
Original Release,Cape Fear,182291969,1991,gr2236043781,tt0101540,Collections of Top Grossing Films
Original Release,The Haunted Mansion,182290266,2003,gr120476165,tt0338094,Collections of Top Grossing Films
Original Release,The Monkey King Havoc in Heavens Palace,182206924,2014,gr2027639301,tt1717715,Collections of Top Grossing Films
Original Release,While You Were Sleeping,182057016,1995,gr751718917,tt0114924,Collections of Top Grossing Films
Original Release,The Bridges of Madison County,182016617,1995,gr286544389,tt0112579,Collections of Top Grossing Films
Original Release,From Vegas to Macau III,181732879,2016,gr2104709637,tt5237980,Collections of Top Grossing Films
Original Release,Poseidon,181674817,2006,gr1775063557,tt0409182,Collections of Top Grossing Films
Original Release,The First Wives Club,181489203,1996,gr1995985413,tt0116313,Collections of Top Grossing Films
Original Release,Scooby-Doo 2: Monsters Unleashed,181216833,2004,gr34755077,tt0331632,Collections of Top Grossing Films
Original Release,Hot Shots!,181096164,1991,gr3027653125,tt0102059,Collections of Top Grossing Films
Original Release,Road to Perdition,181001478,2002,gr222056965,tt0257044,Collections of Top Grossing Films
Original Release,Kill Bill: Vol. 1,180899045,2003,gr2152288773,tt0266697,Collections of Top Grossing Films
Original Release,The Scorpion King,180630907,2002,gr2874233349,tt0277296,Collections of Top Grossing Films
Original Release,Sweet Home Alabama,180622424,2002,gr772166149,tt0256415,Collections of Top Grossing Films
Original Release,Daddy's Home 2,180613180,2017,gr2751222277,tt5657846,Collections of Top Grossing Films
Original Release,Deja Vu,180557550,2006,gr2614841861,tt0453467,Collections of Top Grossing Films
Original Release,Hacksaw Ridge,180450918,2016,gr197153285,tt2119532,Collections of Top Grossing Films
Original Release,The Post,179769457,2017,gr2575061509,tt6294822,Collections of Top Grossing Films
Original Release,Dangerous Minds,179519401,1995,gr3726397957,tt0112792,Collections of Top Grossing Films
Original Release,The Dictator,179379533,2012,gr2585743877,tt1645170,Collections of Top Grossing Films
Original Release,The League of Extraordinary Gentlemen,179265204,2003,gr1539789317,tt0311429,Collections of Top Grossing Films
Original Release,Allegiant,179246868,2016,gr3223671301,tt3410834,Collections of Top Grossing Films
Original Release,Daredevil,179179718,2003,gr449073669,tt0287978,Collections of Top Grossing Films
Original Release,City Slickers,179033791,1991,gr720916997,tt0101587,Collections of Top Grossing Films
Original Release,He's Just Not That Into You,178866158,2009,gr4118499845,tt1001508,Collections of Top Grossing Films
Original Release,Eagle Eye,178767383,2008,gr37704197,tt1059786,Collections of Top Grossing Films
Original Release,Along Came Polly,178311729,2004,gr355029509,tt0343135,Collections of Top Grossing Films
Original Release,Flushed Away,178281554,2006,gr2700562949,tt0424095,Collections of Top Grossing Films
Original Release,Scary Movie 4,178262620,2006,gr1707692549,tt0362120,Collections of Top Grossing Films
Original Release,Dante's Peak,178127760,1997,gr1228165637,tt0118928,Collections of Top Grossing Films
Original Release,Brokeback Mountain,178062759,2005,gr3646640645,tt0388795,Collections of Top Grossing Films
Original Release,Patriot Games,178051587,1992,gr2816365061,tt0105112,Collections of Top Grossing Films
Original Release,Flubber,177977226,1997,gr1909477893,tt0119137,Collections of Top Grossing Films
Original Release,Baywatch,177856751,2017,gr475615749,tt1469304,Collections of Top Grossing Films
Original Release,Double Jeopardy,177841558,1999,gr3496104453,tt0150377,Collections of Top Grossing Films
Original Release,War Horse,177584879,2011,gr1219187205,tt1568911,Collections of Top Grossing Films
Original Release,Paranormal Activity 2,177512032,2010,gr4218573317,tt1536044,Collections of Top Grossing Films
Original Release,How to Lose a Guy in 10 Days,177502387,2003,gr1583305221,tt0251127,Collections of Top Grossing Films
Original Release,Alien vs. Predator,177427090,2004,gr2305708549,tt0370263,Collections of Top Grossing Films
Original Release,Hero,177395557,2002,gr555045381,tt0299977,Collections of Top Grossing Films
Original Release,The 40-Year-Old Virgin,177378645,2005,gr3428864517,tt0405422,Collections of Top Grossing Films
Original Release,Lee Daniels' The Butler,177313795,2013,gr1019892229,tt1327773,Collections of Top Grossing Films
Original Release,The Haunting,177311151,1999,gr2383565317,tt0171363,Collections of Top Grossing Films
Original Release,The Descendants,177243185,2011,gr1224757765,tt1033575,Collections of Top Grossing Films
Original Release,The A-Team,177238796,2010,gr3866579461,tt0429493,Collections of Top Grossing Films
Original Release,Tootsie,177200000,1982,gr459559429,tt0084805,Collections of Top Grossing Films
Original Release,In the Line of Fire,176997168,1993,gr1983861253,tt0107206,Collections of Top Grossing Films
Original Release,Analyze This,176885658,1999,gr3212595717,tt0122933,Collections of Top Grossing Films
Original Release,The Hitman's Bodyguard,176586701,2017,gr1416712709,tt1959563,Collections of Top Grossing Films
Original Release,Looper,176506819,2012,gr2436649477,tt1276104,Collections of Top Grossing Films
Original Release,Serial (Bad) Weddings,176404493,2014,gr2736607749,tt2800240,Collections of Top Grossing Films
Original Release,Dr. Dolittle 2,176104344,2001,gr3740684805,tt0240462,Collections of Top Grossing Films
Original Release,The Italian Job,176070171,2003,gr2384548357,tt0317740,Collections of Top Grossing Films
Original Release,The Bucket List,175372502,2007,gr2034651653,tt0825232,Collections of Top Grossing Films
Original Release,Sleeping with the Enemy,174999005,1991,gr2303218181,tt0102945,Collections of Top Grossing Films
Original Release,Cowboys & Aliens,174822325,2011,gr2244366853,tt0409847,Collections of Top Grossing Films
Original Release,The Mule,174804407,2018,gr4246753797,tt7959026,Collections of Top Grossing Films
Original Release,George of the Jungle,174463257,1997,gr3872018949,tt0119190,Collections of Top Grossing Films
Original Release,Evan Almighty,174440724,2007,gr1731088901,tt0413099,Collections of Top Grossing Films
Original Release,Identity Thief,173965010,2013,gr638931461,tt2024432,Collections of Top Grossing Films
Original Release,The Nutcracker and the Four Realms,173961069,2018,gr872108549,tt5523010,Collections of Top Grossing Films
Original Release,Big Momma's House,173959438,2000,gr2312851973,tt0208003,Collections of Top Grossing Films
Original Release,In Time,173930596,2011,gr2398507525,tt1637688,Collections of Top Grossing Films
Original Release,Amélie,173924742,2001,gr2002801157,tt0211915,Collections of Top Grossing Films
Original Release,Operation Mekong,173839072,2016,gr3488698885,tt6044910,Collections of Top Grossing Films
Original Release,Anchorman 2: The Legend Continues,173649931,2013,gr120672773,tt1229340,Collections of Top Grossing Films
Original Release,Creed,173567581,2015,gr1195594245,tt3076658,Collections of Top Grossing Films
Original Release,Gemini Man,173469516,2019,gr2572636677,tt1025100,Collections of Top Grossing Films
Original Release,The Girl on the Train,173185859,2016,gr3160101381,tt3631112,Collections of Top Grossing Films
Original Release,Scream,173046663,1996,gr3765195269,tt0117571,Collections of Top Grossing Films
Original Release,Cold Mountain,173013509,2003,gr3221115397,tt0159365,Collections of Top Grossing Films
Original Release,Black Hawk Down,172989651,2001,gr149574149,tt0265086,Collections of Top Grossing Films
Original Release,The Grand Budapest Hotel,172936941,2014,gr190206469,tt2278388,Collections of Top Grossing Films
Original Release,The Santa Clause 2,172855065,2002,gr3822342661,tt0304669,Collections of Top Grossing Films
Original Release,Cloverfield,172394180,2008,gr3892466181,tt1060277,Collections of Top Grossing Films
Original Release,Scream 2,172363301,1997,gr2648330757,tt0120082,Collections of Top Grossing Films
Original Release,Couples Retreat,171844840,2009,gr1643401733,tt1078940,Collections of Top Grossing Films
Original Release,Antz,171757863,1998,gr4185870853,tt0120587,Collections of Top Grossing Films
Original Release,Blood Diamond,171720398,2006,gr1800098309,tt0450259,Collections of Top Grossing Films
Original Release,Jackass 3D,171685792,2010,gr2587906565,tt1116184,Collections of Top Grossing Films
Original Release,No Country for Old Men,171627166,2007,gr1657098757,tt0477348,Collections of Top Grossing Films
Original Release,Spies in Disguise,171616764,2019,gr908808709,tt5814534,Collections of Top Grossing Films
Original Release,John Wick: Chapter 2,171539887,2017,gr4071117317,tt4425200,Collections of Top Grossing Films
Original Release,Cocktail,171504781,1988,gr776491525,tt0094889,Collections of Top Grossing Films
Original Release,Chinese Zodiac,171339013,2012,gr22893061,tt1424310,Collections of Top Grossing Films
Original Release,Mr. Deeds,171269535,2002,gr741495301,tt0280590,Collections of Top Grossing Films
Original Release,Contact,171120329,1997,gr634343941,tt0118884,Collections of Top Grossing Films
Original Release,Superbad,170812526,2007,gr248271365,tt0829482,Collections of Top Grossing Films
Original Release,The Other Guys,170458922,2010,gr2338607621,tt1386588,Collections of Top Grossing Films
Original Release,The Specialist,170362582,1994,gr1415860741,tt0111255,Collections of Top Grossing Films
Original Release,Olympus Has Fallen,170270201,2013,gr460870149,tt2302755,Collections of Top Grossing Films
Original Release,Starsky & Hutch,170268750,2004,gr2009485829,tt0335438,Collections of Top Grossing Films
Original Release,Shall We Dance,170128460,2004,gr1336627717,tt0358135,Collections of Top Grossing Films
Original Release,Stuart Little 2,169956806,2002,gr4199764485,tt0243585,Collections of Top Grossing Films
Original Release,Zookeeper,169852759,2011,gr872370693,tt1222817,Collections of Top Grossing Films
Original Release,Dumb and Dumber To,169837010,2014,gr253907461,tt2096672,Collections of Top Grossing Films
Original Release,Ghost in the Shell,169801921,2017,gr511201797,tt1219827,Collections of Top Grossing Films
Original Release,Seven Pounds,169748929,2008,gr2769048069,tt0814314,Collections of Top Grossing Films
