Release_Type,Movie_Name,Lifetime Gross,Year,Release_ID,Movie_ID,file_name
Original Release,The Chronicles of Narnia: Prince Caspian,419665568,2008,gr22172165,tt0499448,Collections of Top Grossing Films
Original Release,Bad Boys for Life,419074646,2020,gr3944174085,tt1502397,Collections of Top Grossing Films
Original Release,Sex and the City,418765321,2008,gr2922598917,tt1000774,Collections of Top Grossing Films
Original Release,The Captain,416953262,2019,gr107893253,tt10218664,Collections of Top Grossing Films
Original Release,The Mummy,415933406,1999,gr1631801861,tt0120616,Collections of Top Grossing Films
Original Release,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,2010,gr325997061,tt0980970,Collections of Top Grossing Films
Original Release,Jason Bourne,415484914,2016,gr2385007109,tt4196776,Collections of Top Grossing Films
Original Release,The Wolverine,414828246,2013,gr3025031685,tt1430132,Collections of Top Grossing Films
Original Release,Kingsman: The Secret Service,414351546,2015,gr2858963461,tt2802144,Collections of Top Grossing Films
Original Release,Night at the Museum: Battle of the Smithsonian,413106170,2009,gr4078522885,tt1078912,Collections of Top Grossing Films
Original Release,Batman,411556825,1989,gr3495645701,tt0096895,Collections of Top Grossing Films
Original Release,The Bodyguard,411006740,1992,gr1104892421,tt0103855,Collections of Top Grossing Films
Original Release,Pacific Rim,411002906,2013,gr1052856837,tt1663662,Collections of Top Grossing Films
Original Release,Kingsman: The Golden Circle,410902662,2017,gr4226437637,tt4649466,Collections of Top Grossing Films
Original Release,The Mummy,409231607,2017,gr336351749,tt2345759,Collections of Top Grossing Films
Original Release,Ice Age: Collision Course,408579038,2016,gr307778053,tt3416828,Collections of Top Grossing Films
Original Release,Twilight,408424673,2008,gr3747631621,tt1099212,Collections of Top Grossing Films
Original Release,Signs,408247917,2002,gr4148318725,tt0286106,Collections of Top Grossing Films
Original Release,X2: X-Men United,407711549,2003,gr1919832581,tt0290334,Collections of Top Grossing Films
Original Release,Alita: Battle Angel,404852543,2019,gr2323599877,tt0437086,Collections of Top Grossing Films
Original Release,Toy Story,404265438,1995,gr3337572869,tt0114709,Collections of Top Grossing Films
Original Release,The Mummy: Tomb of the Dragon Emperor,403449830,2008,gr1383551493,tt0859163,Collections of Top Grossing Films
Original Release,Prometheus,403354469,2012,gr3122614789,tt1446714,Collections of Top Grossing Films
Original Release,Gone with the Wind,402352579,1939,gr2907263493,tt0031381,Collections of Top Grossing Films
Original Release,TRON: Legacy,400062763,2010,gr349721093,tt1104001,Collections of Top Grossing Films
Original Release,Mission: Impossible III,398479497,2005,gr494359045,tt0317919,Collections of Top Grossing Films
Original Release,Grease,397041902,1978,gr4128330245,tt0077631,Collections of Top Grossing Films
Original Release,Snow White and the Huntsman,396592829,2012,gr468013573,tt1735898,Collections of Top Grossing Films
Original Release,Mamma Mia! Here We Go Again,395044706,2018,gr2933543429,tt6911608,Collections of Top Grossing Films
Original Release,Solo: A Star Wars Story,392924807,2018,gr3964424709,tt3778644,Collections of Top Grossing Films
Original Release,The Wolf of Wall Street,392000694,2013,gr3192869381,tt0993846,Collections of Top Grossing Films
Original Release,Superman Returns,391081192,2006,gr3157283333,tt0348150,Collections of Top Grossing Films
Original Release,Robin Hood: Prince of Thieves,390493908,1991,gr3687928325,tt0102798,Collections of Top Grossing Films
Original Release,Raiders of the Lost Ark,390133212,1981,gr593449477,tt0082971,Collections of Top Grossing Films
Original Release,Independence Day: Resurgence,389681935,2016,gr131027461,tt1628841,Collections of Top Grossing Films
Original Release,Back to the Future,388355305,1985,gr1241338373,tt0088763,Collections of Top Grossing Films
Original Release,Live Free or Die Hard,388156011,2007,gr1424577029,tt0337978,Collections of Top Grossing Films
Original Release,Monster Hunt,387053506,2015,gr3930214917,tt3781476,Collections of Top Grossing Films
Original Release,Godzilla: King of the Monsters,386600138,2019,gr2621460997,tt3741700,Collections of Top Grossing Films
Original Release,Home,386041607,2015,gr275075589,tt2224026,Collections of Top Grossing Films
Original Release,Star Trek,385680446,2009,gr2599703045,tt0796366,Collections of Top Grossing Films
Original Release,Happy Feet,384335608,2006,gr1643074053,tt0366548,Collections of Top Grossing Films
Original Release,Cars 3,383930656,2017,gr659837445,tt3606752,Collections of Top Grossing Films
Original Release,Ice Age,383257136,2002,gr3068547589,tt0268380,Collections of Top Grossing Films
Original Release,Fifty Shades Darker,381545846,2017,gr897274373,tt4465564,Collections of Top Grossing Films
Original Release,Monsters vs. Aliens,381509870,2009,gr2773766661,tt0892782,Collections of Top Grossing Films
Original Release,Godzilla,379014294,1998,gr4215296517,tt0120685,Collections of Top Grossing Films
Original Release,True Lies,378882411,1994,gr2402767365,tt0111503,Collections of Top Grossing Films
Original Release,Slumdog Millionaire,378021385,2008,gr289427973,tt1010048,Collections of Top Grossing Films
Original Release,Taken 2,376141306,2012,gr1792692741,tt1397280,Collections of Top Grossing Films
Original Release,G.I. Joe: Retaliation,375740705,2013,gr1579635205,tt1583421,Collections of Top Grossing Films
Original Release,Spider-Man: Into the Spider-Verse,375540831,2018,gr4195373573,tt4633694,Collections of Top Grossing Films
Original Release,Mad Max: Fury Road,375209362,2015,gr1674596869,tt1392190,Collections of Top Grossing Films
Original Release,Shark Tale,374583879,2004,gr372658693,tt0307453,Collections of Top Grossing Films
Original Release,Once Upon a Time... in Hollywood,374343626,2019,gr1223053829,tt7131622,Collections of Top Grossing Films
Original Release,What Women Want,374111707,2000,gr1596084741,tt0207201,Collections of Top Grossing Films
Original Release,The Adventures of Tintin,373993951,2011,gr2428719621,tt0983193,Collections of Top Grossing Films
Original Release,Penguins of Madagascar,373515621,2014,gr3093123589,tt1911658,Collections of Top Grossing Films
Original Release,Batman Begins,373413297,2005,gr98980357,tt0372784,Collections of Top Grossing Films
Original Release,X-Men Origins: Wolverine,373062864,2009,gr1978749445,tt0458525,Collections of Top Grossing Films
Original Release,The Golden Compass,372234864,2007,gr3896267269,tt0385752,Collections of Top Grossing Films
Original Release,Fifty Shades Freed,371985018,2018,gr2133742085,tt4477536,Collections of Top Grossing Films
Original Release,Hitch,371594210,2005,gr3623637509,tt0386588,Collections of Top Grossing Films
Original Release,Terminator Salvation,371353001,2009,gr2201178629,tt0438488,Collections of Top Grossing Films
Original Release,Captain America: The First Avenger,370569774,2011,gr776294917,tt0458339,Collections of Top Grossing Films
Original Release,Edge of Tomorrow,370541256,2014,gr2177323525,tt1631867,Collections of Top Grossing Films
Original Release,There's Something About Mary,369884651,1998,gr3676918277,tt0129387,Collections of Top Grossing Films
Original Release,Gone Girl,369330363,2014,gr2302956037,tt2267998,Collections of Top Grossing Films
Original Release,The Fugitive,368875760,1993,gr2028687877,tt0106977,Collections of Top Grossing Films
Original Release,Jurassic Park III,368780809,2001,gr1745375749,tt0163025,Collections of Top Grossing Films
Original Release,My Big Fat Greek Wedding,368744044,2002,gr1464553989,tt0259446,Collections of Top Grossing Films
Original Release,1917,368027644,2019,gr1379619333,tt8579674,Collections of Top Grossing Films
Original Release,Hello Mr. Billionaire,366961907,2018,gr358306309,tt8529186,Collections of Top Grossing Films
Original Release,Die Hard with a Vengeance,366236538,1995,gr4285288965,tt0112864,Collections of Top Grossing Films
Original Release,Shazam!,365971656,2019,gr383209989,tt0448115,Collections of Top Grossing Films
Original Release,The Nun,365550119,2018,gr2232766981,tt5814060,Collections of Top Grossing Films
Original Release,Alvin and the Chipmunks,365352546,2007,gr2567590405,tt0952640,Collections of Top Grossing Films
Original Release,Home Alone 2: Lost in New York,365154932,1992,gr3737670149,tt0104431,Collections of Top Grossing Films
Original Release,Notting Hill,363944522,1999,gr224743941,tt0125439,Collections of Top Grossing Films
Original Release,A Bug's Life,363258859,1998,gr894915077,tt0120623,Collections of Top Grossing Films
Original Release,Night at the Museum: Secret of the Tomb,363204635,2014,gr2115654149,tt2692250,Collections of Top Grossing Films
Original Release,Ocean's Twelve,362744280,2004,gr2515358213,tt0349903,Collections of Top Grossing Films
Original Release,Planet of the Apes,362211740,2001,gr2317373957,tt0133152,Collections of Top Grossing Films
Original Release,The Hangover Part III,362000072,2013,gr2010796549,tt1951261,Collections of Top Grossing Films
Original Release,The World Is Not Enough,361832400,1999,gr2432455173,tt0143145,Collections of Top Grossing Films
Original Release,Monster Hunt 2,361682618,2018,gr2369409541,tt6170484,Collections of Top Grossing Films
Original Release,Fast & Furious,360364265,2009,gr2300989957,tt1013752,Collections of Top Grossing Films
Original Release,Noah,359200044,2014,gr3025359365,tt1959490,Collections of Top Grossing Films
Original Release,The Karate Kid,359126022,2010,gr3816575493,tt1155076,Collections of Top Grossing Films
Original Release,Hotel Transylvania,358375603,2011,gr1575309829,tt0837562,Collections of Top Grossing Films
Original Release,Minority Report,358372926,2002,gr4148384261,tt0181689,Collections of Top Grossing Films
Original Release,Your Name.,357986087,2016,gr2548322821,tt5311514,Collections of Top Grossing Films
Original Release,Top Gun,356830601,1986,gr2288472581,tt0092099,Collections of Top Grossing Films
Original Release,The Legend of Tarzan,356700357,2016,gr3509146117,tt0918940,Collections of Top Grossing Films
Original Release,American Beauty,356296601,1999,gr425677317,tt0169547,Collections of Top Grossing Films
Original Release,Apollo 13,355237933,1995,gr1747276293,tt0112384,Collections of Top Grossing Films
Original Release,Rain Man,354825435,1988,gr2587578885,tt0095953,Collections of Top Grossing Films
Original Release,The Great Gatsby,353641895,2013,gr1999917573,tt1343092,Collections of Top Grossing Films
Original Release,Dumbo,353284621,2019,gr466899461,tt3861390,Collections of Top Grossing Films
Original Release,"I, Robot",353133898,2004,gr1479627269,tt0343818,Collections of Top Grossing Films
Original Release,Basic Instinct,352927224,1992,gr219894277,tt0103772,Collections of Top Grossing Films
Original Release,Murder on the Orient Express,352789811,2017,gr550195717,tt3402236,Collections of Top Grossing Films
Original Release,X-Men: First Class,352616690,2011,gr1879265797,tt1270798,Collections of Top Grossing Films
Original Release,The Angry Birds Movie,352333929,2016,gr2707051013,tt1985949,Collections of Top Grossing Films
Original Release,GoldenEye,352194034,1995,gr2105233925,tt0113189,Collections of Top Grossing Films
Original Release,Catch Me If You Can,352114312,2002,gr834818565,tt0264464,Collections of Top Grossing Films
Original Release,Now You See Me,351723989,2013,gr3476771333,tt1670345,Collections of Top Grossing Films
Original Release,Hannibal,351692268,2001,gr962220549,tt0212985,Collections of Top Grossing Films
Original Release,The Mask,351583407,1994,gr1023562245,tt0110475,Collections of Top Grossing Films
Original Release,Peter Rabbit,351266433,2018,gr1238716933,tt5117670,Collections of Top Grossing Films
Original Release,Speed,350448145,1994,gr2004570629,tt0111257,Collections of Top Grossing Films
Original Release,Dinosaur,349822765,2000,gr593646085,tt0130623,Collections of Top Grossing Films
Original Release,Mary Poppins Returns,349537494,2018,gr1098011141,tt5028340,Collections of Top Grossing Films
Original Release,Deep Impact,349464664,1998,gr472732165,tt0120647,Collections of Top Grossing Films
Original Release,The Lorax,348840316,2012,gr2958643717,tt1482459,Collections of Top Grossing Films
Original Release,The Maze Runner,348319861,2014,gr3877065221,tt1790864,Collections of Top Grossing Films
Original Release,Spirited Away,347742810,2001,gr1694585349,tt0245429,Collections of Top Grossing Films
Original Release,The Smurfs 2,347545360,2013,gr4217393669,tt2017020,Collections of Top Grossing Films
Original Release,National Treasure,347512318,2004,gr2255639045,tt0368891,Collections of Top Grossing Films
Original Release,Rush Hour 2,347325802,2001,gr554586629,tt0266915,Collections of Top Grossing Films
Original Release,Trolls,346864462,2016,gr1984975365,tt1679335,Collections of Top Grossing Films
Original Release,xXx: Return of Xander Cage,346118277,2017,gr2351256069,tt1293847,Collections of Top Grossing Films
Original Release,Pocahontas,346079773,1995,gr3428471301,tt0114148,Collections of Top Grossing Films
Original Release,How the Grinch Stole Christmas,345141403,2000,gr3123859973,tt0170016,Collections of Top Grossing Films
Original Release,Star Trek Beyond,343471816,2016,gr514413061,tt2660888,Collections of Top Grossing Films
Original Release,Alvin and the Chipmunks: Chipwrecked,342695435,2011,gr2689487365,tt1615918,Collections of Top Grossing Films
Original Release,Wanted,342463063,2008,gr1379881477,tt0493464,Collections of Top Grossing Films
Original Release,The Flintstones,341631208,1994,gr1309561349,tt0109813,Collections of Top Grossing Films
Original Release,A Quiet Place,340939361,2018,gr3160756741,tt6644200,Collections of Top Grossing Films
Original Release,Enchanted,340487652,2007,gr1415664133,tt0461770,Collections of Top Grossing Films
Original Release,Over the Hedge,339795890,2006,gr3353301509,tt0327084,Collections of Top Grossing Films
Original Release,300: Rise of an Empire,337580051,2014,gr4100149765,tt1253863,Collections of Top Grossing Films
Original Release,Batman Forever,336567531,1995,gr1965445637,tt0112462,Collections of Top Grossing Films
Original Release,Prince of Persia: The Sands of Time,336365676,2009,gr942887429,tt0473075,Collections of Top Grossing Films
Original Release,Back to the Future Part II,335949377,1989,gr2012303877,tt0096874,Collections of Top Grossing Films
Original Release,The Curious Case of Benjamin Button,335802786,2008,gr3994440197,tt0421715,Collections of Top Grossing Films
Original Release,Journey 2: The Mysterious Island,335260290,2012,gr1742361093,tt1397514,Collections of Top Grossing Films
Original Release,The Rock,335062621,1996,gr2657833477,tt0117500,Collections of Top Grossing Films
Original Release,The Great Wall,334933831,2016,gr2650231301,tt2034800,Collections of Top Grossing Films
Original Release,Now You See Me 2,334897606,2016,gr3775877637,tt3110958,Collections of Top Grossing Films
Original Release,Never Say Die,334530869,2017,gr1742557701,tt7431894,Collections of Top Grossing Films
Original Release,Fantastic Four,333535934,2005,gr1106661893,tt0120667,Collections of Top Grossing Films
Original Release,Indiana Jones and the Temple of Doom,333107271,1984,gr4076687877,tt0087469,Collections of Top Grossing Films
Original Release,Tomorrow Never Dies,333011068,1997,gr2801816069,tt0120347,Collections of Top Grossing Films
Original Release,The Good Dinosaur,332207671,2015,gr303714821,tt1979388,Collections of Top Grossing Films
Original Release,22 Jump Street,331333876,2014,gr3571536389,tt2294449,Collections of Top Grossing Films
Original Release,Meet the Parents,330444045,2000,gr688607749,tt0212338,Collections of Top Grossing Films
Original Release,Who Framed Roger Rabbit,329803958,1988,gr2691256837,tt0096438,Collections of Top Grossing Films
Original Release,Black Swan,329398046,2010,gr2631619077,tt0947798,Collections of Top Grossing Films
Original Release,The Perfect Storm,328718434,2000,gr443306501,tt0177971,Collections of Top Grossing Films
Original Release,Crocodile Dundee,328203506,1986,gr3526185477,tt0090555,Collections of Top Grossing Films
Original Release,Green Book,327909440,2018,gr3009171973,tt6966692,Collections of Top Grossing Films
Original Release,The Devil Wears Prada,327893740,2006,gr762532357,tt0458352,Collections of Top Grossing Films
Original Release,Crazy Alien,327598891,2019,gr3189920261,tt6660238,Collections of Top Grossing Films
Original Release,Se7en,327333559,1995,gr1747407365,tt0114369,Collections of Top Grossing Films
Original Release,John Wick: Chapter 3 - Parabellum,326709727,2019,gr2479510021,tt6146586,Collections of Top Grossing Films
Original Release,Taken 3,326479141,2015,gr1395675653,tt2446042,Collections of Top Grossing Films
Original Release,The Hunchback of Notre Dame,325338851,1996,gr1608733189,tt0116583,Collections of Top Grossing Films
Original Release,A Christmas Carol,325286646,2009,gr2989183493,tt1067106,Collections of Top Grossing Films
Original Release,The SpongeBob Movie: Sponge Out of Water,325186032,2015,gr2078364165,tt2279373,Collections of Top Grossing Films
Original Release,Schindler's List,322287794,1993,gr3907801605,tt0108052,Collections of Top Grossing Films
Original Release,Megamind,321885765,2010,gr1979208197,tt1001526,Collections of Top Grossing Films
Original Release,Lethal Weapon 3,321731527,1992,gr2852016645,tt0104714,Collections of Top Grossing Films
Original Release,The Ugly Truth,321682600,2009,gr1923830277,tt1142988,Collections of Top Grossing Films
Original Release,Robin Hood,321669741,2010,gr3958133253,tt0955308,Collections of Top Grossing Films
Original Release,Inglourious Basterds,321455689,2009,gr1308578309,tt0361748,Collections of Top Grossing Films
Original Release,101 Dalmatians,320689294,1996,gr477123077,tt0115433,Collections of Top Grossing Films
Original Release,The Conjuring 2,320392818,2016,gr2549699077,tt3065204,Collections of Top Grossing Films
Original Release,Fatal Attraction,320145693,1987,gr285626885,tt0093010,Collections of Top Grossing Films
Original Release,The Last Airbender,319713881,2010,gr702435845,tt0938283,Collections of Top Grossing Films
Original Release,The Conjuring,319494638,2013,gr521949701,tt1457767,Collections of Top Grossing Films
Original Release,The Proposal,317375031,2009,gr1801933317,tt1041829,Collections of Top Grossing Films
Original Release,A Beautiful Mind,316791257,2001,gr1696027141,tt0268978,Collections of Top Grossing Films
Original Release,Beverly Hills Cop,316360478,1984,gr1817006597,tt0086960,Collections of Top Grossing Films
Original Release,Air Force One,315156409,1997,gr1679839749,tt0118571,Collections of Top Grossing Films
Original Release,The Expendables 2,314975955,2012,gr4233646597,tt1764651,Collections of Top Grossing Films
Original Release,Chicken Little,314432837,2005,gr2524795397,tt0371606,Collections of Top Grossing Films
Original Release,As Good as It Gets,314178011,1997,gr2353418757,tt0119822,Collections of Top Grossing Films
Original Release,The Polar Express,313500433,2004,gr586109445,tt0338348,Collections of Top Grossing Films
Original Release,Maze Runner: The Scorch Trials,312296056,2015,gr527520261,tt4046784,Collections of Top Grossing Films
Original Release,Resident Evil: The Final Chapter,312242626,2016,gr167465477,tt2592614,Collections of Top Grossing Films
Original Release,Austin Powers: The Spy Who Shagged Me,312016928,1999,gr4040053253,tt0145660,Collections of Top Grossing Films
Original Release,The Lego Batman Movie,311950384,2017,gr4049621509,tt4116284,Collections of Top Grossing Films
Original Release,Ocean's Thirteen,311312624,2007,gr176050693,tt0496806,Collections of Top Grossing Films
Original Release,Little Fockers,310650585,2010,gr2053329413,tt0970866,Collections of Top Grossing Films
Original Release,Bolt,309979994,2008,gr758338053,tt0397892,Collections of Top Grossing Films
Original Release,Ransom,309492681,1996,gr3980874245,tt0117438,Collections of Top Grossing Films
Original Release,Runaway Bride,309460292,1999,gr2958905861,tt0163187,Collections of Top Grossing Films
Original Release,Knives Out,309232797,2019,gr51532293,tt8946378,Collections of Top Grossing Films
Original Release,The Blind Side,309208309,2009,gr1692094981,tt0878804,Collections of Top Grossing Films
Original Release,The Ex-File 3: The Return of The Exes,307592427,2017,gr4030747141,tt7830888,Collections of Top Grossing Films
Original Release,The Fault in Our Stars,307166834,2014,gr3697824261,tt2582846,Collections of Top Grossing Films
Original Release,The Pursuit of Happyness,307127625,2006,gr3209777669,tt0454921,Collections of Top Grossing Films
Original Release,Rise of the Guardians,306941670,2012,gr3910357509,tt1446192,Collections of Top Grossing Films
Original Release,Close Encounters of the Third Kind,306898466,1977,gr544363013,tt0075860,Collections of Top Grossing Films
Original Release,Chicago,306776732,2002,gr2033275397,tt0299658,Collections of Top Grossing Films
Original Release,Sonic the Hedgehog,306766470,2020,gr2707509765,tt3794354,Collections of Top Grossing Films
Original Release,Annabelle: Creation,306515884,2017,gr1765757445,tt5140878,Collections of Top Grossing Films
Original Release,Wonder,305937718,2017,gr1543524869,tt2543472,Collections of Top Grossing Films
Original Release,Skyscraper,304868961,2018,gr468865541,tt5758778,Collections of Top Grossing Films
Original Release,A Good Day to Die Hard,304654182,2013,gr3503706629,tt1606378,Collections of Top Grossing Films
Original Release,Mulan,304320254,1998,gr3278852613,tt0120762,Collections of Top Grossing Films
Original Release,Dangal,303723636,2016,gr2867679749,tt5074352,Collections of Top Grossing Films
Original Release,Passengers,303144152,2016,gr739594757,tt1355644,Collections of Top Grossing Films
Original Release,Battleship,303025485,2012,gr875188741,tt1440129,Collections of Top Grossing Films
Original Release,Liar Liar,302710615,1997,gr3489026565,tt0119528,Collections of Top Grossing Films
Original Release,G.I. Joe: The Rise of Cobra,302469017,2009,gr134631941,tt1046173,Collections of Top Grossing Films
Original Release,Wrath of the Titans,301970083,2012,gr87773701,tt1646987,Collections of Top Grossing Films
Original Release,Fantastic 4: Rise of the Silver Surfer,301913131,2007,gr3506786821,tt0486576,Collections of Top Grossing Films
Original Release,Hook,300854823,1991,gr1851675141,tt0102057,Collections of Top Grossing Films
Original Release,Rocky IV,300473716,1985,gr735007237,tt0089927,Collections of Top Grossing Films
Original Release,Superman,300451603,1978,gr301552133,tt0078346,Collections of Top Grossing Films
Original Release,Rambo: First Blood Part II,300400432,1985,gr3978908165,tt0089880,Collections of Top Grossing Films
Original Release,Resident Evil: Afterlife,300228084,2010,gr367022597,tt1220634,Collections of Top Grossing Films
Original Release,Van Helsing,300157638,2004,gr3103674885,tt0338526,Collections of Top Grossing Films
Original Release,Stuart Little,300135367,1999,gr941445637,tt0164912,Collections of Top Grossing Films
Original Release,Beverly Hills Cop II,299965036,1987,gr650596869,tt0092644,Collections of Top Grossing Films
Original Release,Alice Through the Looking Glass,299457024,2016,gr4233843205,tt2567026,Collections of Top Grossing Films
Original Release,My Best Friend's Wedding,299288605,1997,gr1074549253,tt0119738,Collections of Top Grossing Films
Original Release,Real Steel,299268508,2011,gr903434757,tt0433035,Collections of Top Grossing Films
Original Release,Horton Hears a Who!,298572799,2008,gr271012357,tt0451079,Collections of Top Grossing Films
Original Release,Ocean's 8,297718711,2018,gr859918853,tt5164214,Collections of Top Grossing Films
Original Release,Insurgent,297002527,2015,gr2233094661,tt2908446,Collections of Top Grossing Films
Original Release,Look Who's Talking,296999813,1989,gr2589741573,tt0097778,Collections of Top Grossing Films
Original Release,Austin Powers in Goldmember,296938801,2002,gr2821280261,tt0295178,Collections of Top Grossing Films
Original Release,Miss Peregrine's Home for Peculiar Children,296482446,2016,gr1911247365,tt1935859,Collections of Top Grossing Films
Original Release,X-Men,296339528,2000,gr3748418053,tt0120903,Collections of Top Grossing Films
Original Release,Ferdinand,296069199,2017,gr2621854213,tt3411444,Collections of Top Grossing Films
Original Release,Ghostbusters,295743767,1984,gr2193641989,tt0087332,Collections of Top Grossing Films
Original Release,Shutter Island,294804195,2010,gr3068154373,tt1130884,Collections of Top Grossing Films
Original Release,Doctor Dolittle,294456605,1998,gr245977605,tt0118998,Collections of Top Grossing Films
Original Release,Bee Movie,293514336,2007,gr2355712517,tt0389790,Collections of Top Grossing Films
Original Release,Salt,293503354,2010,gr3590017541,tt0944835,Collections of Top Grossing Films
Original Release,G-Force,292817841,2009,gr1728926213,tt0436339,Collections of Top Grossing Films
Original Release,The Departed,291465034,2006,gr1358909957,tt0407887,Collections of Top Grossing Films
Original Release,What Lies Beneath,291420351,2000,gr3927265797,tt0161081,Collections of Top Grossing Films
Original Release,Pacific Rim: Uprising,290930148,2018,gr154554885,tt2557478,Collections of Top Grossing Films
Original Release,The Bourne Supremacy,290835269,2004,gr1393775109,tt0372183,Collections of Top Grossing Films
Original Release,Sex and the City 2,290745055,2010,gr2161267205,tt1261945,Collections of Top Grossing Films
Original Release,Shakespeare in Love,289317794,1998,gr2951238149,tt0138097,Collections of Top Grossing Films
Original Release,Divergent,288885818,2014,gr4198650373,tt1840309,Collections of Top Grossing Films
Original Release,Coming to America,288752301,1988,gr2279625221,tt0094898,Collections of Top Grossing Films
Original Release,Wedding Crashers,288467645,2005,gr223236613,tt0396269,Collections of Top Grossing Films
Original Release,Bridesmaids,288383523,2011,gr3461042693,tt1478338,Collections of Top Grossing Films
Original Release,Maze Runner: The Death Cure,288175335,2018,gr3436990981,tt4500922,Collections of Top Grossing Films
Original Release,Casper,287928194,1995,gr2521256453,tt0112642,Collections of Top Grossing Films
Original Release,American Pie 2,287553595,2001,gr2466075141,tt0252866,Collections of Top Grossing Films
Original Release,Pitch Perfect 2,287144079,2015,gr2351387141,tt2848292,Collections of Top Grossing Films
Original Release,The Green Mile,286801374,1999,gr2318291461,tt0120689,Collections of Top Grossing Films
Original Release,Oblivion,286168572,2013,gr1558991365,tt1483013,Collections of Top Grossing Films
Original Release,Elysium,286140700,2013,gr3452981765,tt1535108,Collections of Top Grossing Films
Original Release,Lethal Weapon 4,285444603,1998,gr3764867589,tt0122151,Collections of Top Grossing Films
Original Release,John Carter,284139100,2012,gr236474885,tt0401729,Collections of Top Grossing Films
Original Release,Paddington,282839394,2014,gr206787077,tt1109624,Collections of Top Grossing Films
Original Release,Turbo,282570682,2013,gr2114277893,tt1860353,Collections of Top Grossing Films
Original Release,Bridget Jones's Diary,281929795,2001,gr2549961221,tt0243155,Collections of Top Grossing Films
Original Release,The Tourist,278780441,2010,gr3642315269,tt1243957,Collections of Top Grossing Films
Original Release,Split,278454358,2017,gr1413370373,tt4972582,Collections of Top Grossing Films
Original Release,Scary Movie,278019771,2000,gr601772549,tt0175142,Collections of Top Grossing Films
Original Release,xXx,277448382,2002,gr3441447429,tt0295701,Collections of Top Grossing Films
Original Release,The Bourne Legacy,276144750,2012,gr3406189061,tt1194173,Collections of Top Grossing Films
Original Release,Mr. Peabody & Sherman,275698039,2014,gr3894366725,tt0864835,Collections of Top Grossing Films
Original Release,Scooby-Doo,275650703,2002,gr198595077,tt0267913,Collections of Top Grossing Films
Original Release,Lincoln,275293450,2012,gr422007301,tt0443272,Collections of Top Grossing Films
Original Release,Lara Croft: Tomb Raider,274703340,2001,gr373445125,tt0146316,Collections of Top Grossing Films
Original Release,Tomb Raider,274650803,2018,gr518803973,tt1365519,Collections of Top Grossing Films
Original Release,The Expendables,274470394,2010,gr3715387909,tt1320253,Collections of Top Grossing Films
Original Release,Cloudy with a Chance of Meatballs 2,274325949,2013,gr3737145861,tt1985966,Collections of Top Grossing Films
Original Release,The Little Mermaid,274176364,1989,gr2860012037,tt0097757,Collections of Top Grossing Films
Original Release,The Nutty Professor,273961019,1996,gr3789836805,tt0117218,Collections of Top Grossing Films
Original Release,Jerry Maguire,273552592,1996,gr3795538437,tt0116695,Collections of Top Grossing Films
Original Release,Bad Boys II,273339556,2003,gr1608077829,tt0172156,Collections of Top Grossing Films
Original Release,Lilo & Stitch,273144151,2002,gr4208480773,tt0275847,Collections of Top Grossing Films
Original Release,The Silence of the Lambs,272753884,1991,gr4145500677,tt0102926,Collections of Top Grossing Films
Original Release,Grown Ups,271430189,2010,gr4242362885,tt1375670,Collections of Top Grossing Films
Original Release,Neighbors,270665134,2014,gr1079726597,tt2004420,Collections of Top Grossing Films
Original Release,The Firm,270248367,1993,gr3308016133,tt0106918,Collections of Top Grossing Films
Original Release,We're the Millers,269994119,2012,gr1712542213,tt1723121,Collections of Top Grossing Films
Original Release,Gran Torino,269958228,2008,gr668553733,tt1205489,Collections of Top Grossing Films
Original Release,"10,000 BC",269784201,2008,gr3662500357,tt0443649,Collections of Top Grossing Films
Original Release,American Gangster,269755430,2007,gr689852933,tt0765429,Collections of Top Grossing Films
Original Release,Epic,268426634,2013,gr154358277,tt0848537,Collections of Top Grossing Films
Original Release,Exodus: Gods and Kings,268175631,2014,gr3261878789,tt1528100,Collections of Top Grossing Films
Original Release,Bambi,267447150,1942,gr3748024837,tt0034492,Collections of Top Grossing Films
Original Release,The Princess and the Frog,267045765,2009,gr3927527941,tt0780521,Collections of Top Grossing Films
Original Release,Batman Returns,266903053,1992,gr1715950085,tt0103776,Collections of Top Grossing Films
Original Release,Indecent Proposal,266614059,1993,gr852644357,tt0107211,Collections of Top Grossing Films
Original Release,Something's Gotta Give,265328738,2003,gr1061704197,tt0337741,Collections of Top Grossing Films
Original Release,Bridget Jones: The Edge of Reason,265126918,2004,gr617042437,tt0317198,Collections of Top Grossing Films
Original Release,The Incredible Hulk,264770996,2008,gr1573147141,tt0800080,Collections of Top Grossing Films
Original Release,Waterworld,264218220,1995,gr153637381,tt0114898,Collections of Top Grossing Films
Original Release,The Truman Show,264118201,1998,gr1388728837,tt0120382,Collections of Top Grossing Films
Original Release,Charlie's Angels,264105545,2000,gr423580165,tt0160127,Collections of Top Grossing Films
Original Release,The Fifth Element,264029966,1997,gr1288458757,tt0119116,Collections of Top Grossing Films
Original Release,Jumanji,262821940,1995,gr490557957,tt0113497,Collections of Top Grossing Films
Original Release,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,262552893,2006,gr4034679301,tt0443453,Collections of Top Grossing Films
Original Release,Robots,262511490,2005,gr2126729733,tt0358082,Collections of Top Grossing Films
